                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                      0,                 62.503,                      0,                      0,                      0,                      0,                      0,                      0,                 74.188,                      0,             0.00078716,             0.00078716,             0.00078716
                     28,                      0,                  60.69,                      0,                      0,                      0,                      0,                      0,                      0,                 74.188,                      0,             0.00080597,             0.00080597,             0.00080597
                     29,                      0,                 65.166,                      0,                      0,                      0,                      0,                      0,                      0,                 66.062,                      0,             0.00082399,             0.00082399,             0.00082399
                     30,                      0,                 61.886,                      0,                      0,                      0,                      0,                      0,                      0,                 60.438,                      0,             0.00084122,             0.00084122,             0.00084122
                     31,                      0,                 60.424,                      0,                      0,                      0,                      0,                      0,                      0,                 60.438,                      0,             0.00085766,             0.00085766,             0.00085766
                     32,                      0,                 59.784,                      0,                      0,                      0,                      0,                      0,                      0,                 58.969,                      0,             0.00087331,             0.00087331,             0.00087331
                     33,                      0,                  58.69,                      0,                      0,                      0,                      0,                      0,                      0,                 74.125,                      0,             0.00088816,             0.00088816,             0.00088816
                     34,                      0,                  58.05,                      0,                      0,                      0,                      0,                      0,                      0,                 74.125,                      0,             0.00090222,             0.00090222,             0.00090222
                     35,                      0,                 57.126,                      0,                      0,                      0,                      0,                      0,                      0,                 60.719,                      0,             0.00091549,             0.00091549,             0.00091549
                     36,                      0,                 57.019,                      0,                      0,                      0,                      0,                      0,                      0,                 59.281,                      0,             0.00092797,             0.00092797,             0.00092797
                     37,                      0,                 56.277,                      0,                      0,                      0,                      0,                      0,                      0,                 59.281,                      0,             0.00093966,             0.00093966,             0.00093966
                     38,                      0,                 55.482,                      0,                      0,                      0,                      0,                      0,                      0,                 60.312,                      0,             0.00095055,             0.00095055,             0.00095055
                     39,                      0,                 54.625,                      0,                      0,                      0,                      0,                      0,                      0,                 61.281,                      0,             0.00096065,             0.00096065,             0.00096065
                     40,                      0,                 54.583,                      0,                      0,                      0,                      0,                      0,                      0,                 61.281,                      0,             0.00096996,             0.00096996,             0.00096996
                     41,                      0,                 54.759,                      0,                      0,                      0,                      0,                      0,                      0,                 60.781,                      0,             0.00097848,             0.00097848,             0.00097848
                     42,                      0,                 54.001,                      0,                      0,                      0,                      0,                      0,                      0,                 57.531,                      0,             0.00098621,             0.00098621,             0.00098621
                     43,                      0,                 52.702,                      0,                      0,                      0,                      0,                      0,                      0,                 57.531,                      0,             0.00099314,             0.00099314,             0.00099314
                     44,                      0,                 52.576,                      0,                      0,                      0,                      0,                      0,                      0,                 58.031,                      0,             0.00099928,             0.00099928,             0.00099928
                     45,                      0,                 51.429,                      0,                      0,                      0,                      0,                      0,                      0,                 58.031,                      0,              0.0010046,              0.0010046,              0.0010046
                     46,                      0,                 51.691,                      0,                      0,                      0,                      0,                      0,                      0,                 58.406,                      0,              0.0010092,              0.0010092,              0.0010092
                     47,                      0,                 50.738,                      0,                      0,                      0,                      0,                      0,                      0,                 58.406,                      0,               0.001013,               0.001013,               0.001013
                     48,                      0,                 50.736,                      0,                      0,                      0,                      0,                      0,                      0,                 56.094,                      0,              0.0010159,              0.0010159,              0.0010159
                     49,                      0,                 49.813,                      0,                      0,                      0,                      0,                      0,                      0,                 56.094,                      0,              0.0010181,              0.0010181,              0.0010181
                     50,                      0,                 50.017,                      0,                      0,                      0,                      0,                      0,                      0,                 53.812,                      0,              0.0010195,              0.0010195,              0.0010195
                     51,                      0,                 48.854,                      0,                      0,                      0,                      0,                      0,                      0,                 53.812,                      0,                0.00101,                0.00101,                0.00101
                     52,                      0,                 48.772,                      0,                      0,                      0,                      0,                      0,                      0,                 49.719,                      0,                0.00101,                0.00101,                0.00101
                     53,                      0,                 47.639,                      0,                      0,                      0,                      0,                      0,                      0,                 49.719,                      0,              0.0009902,              0.0009902,              0.0009902
                     54,                      0,                 47.636,                      0,                      0,                      0,                      0,                      0,                      0,                 40.125,                      0,              0.0009704,              0.0009704,              0.0009704
                     55,                      0,                 49.288,                      0,                      0,                      0,                      0,                      0,                      0,                 40.125,                      0,              0.0009506,              0.0009506,              0.0009506
                     56,                      0,                 47.069,                      0,                      0,                      0,                      0,                      0,                      0,                 37.938,                      0,              0.0009308,              0.0009308,              0.0009308
                     57,                      0,                 46.185,                      0,                      0,                      0,                      0,                      0,                      0,                 37.938,                      0,               0.000911,               0.000911,               0.000911
                     58,                      0,                 46.427,                      0,                      0,                      0,                      0,                      0,                      0,                 37.281,                      0,              0.0008912,              0.0008912,              0.0008912
                     59,                      0,                  45.46,                      0,                      0,                      0,                      0,                      0,                      0,                 37.281,                      0,              0.0008714,              0.0008714,              0.0008714
                     60,                      0,                 45.649,                      0,                      0,                      0,                      0,                      0,                      0,                 36.781,                      0,              0.0008516,              0.0008516,              0.0008516
                     61,                      0,                 44.934,                      0,                      0,                      0,                      0,                      0,                      0,                 36.781,                      0,              0.0008318,              0.0008318,              0.0008318
                     62,                      0,                 45.606,                      0,                      0,                      0,                      0,                      0,                      0,                 41.531,                      0,               0.000812,               0.000812,               0.000812
                     63,                      0,                 44.864,                      0,                      0,                      0,                      0,                      0,                      0,                 41.531,                      0,              0.0007922,              0.0007922,              0.0007922
                     64,                      0,                 44.637,                      0,                      0,                      0,                      0,                      0,                      0,                 41.031,                      0,              0.0007724,              0.0007724,              0.0007724
                     65,                      0,                 44.182,                      0,                      0,                      0,                      0,                      0,                      0,                 41.031,                      0,              0.0007526,              0.0007526,              0.0007526
                     66,                      0,                 44.486,                      0,                      0,                      0,                      0,                      0,                      0,                  37.75,                      0,              0.0007328,              0.0007328,              0.0007328
                     67,                      0,                 43.598,                      0,                      0,                      0,                      0,                      0,                      0,                  37.75,                      0,               0.000713,               0.000713,               0.000713
                     68,                      0,                 43.711,                      0,                      0,                      0,                      0,                      0,                      0,                 36.969,                      0,              0.0006932,              0.0006932,              0.0006932
                     69,                      0,                 43.036,                      0,                      0,                      0,                      0,                      0,                      0,                 36.969,                      0,              0.0006734,              0.0006734,              0.0006734
                     70,                      0,                 43.063,                      0,                      0,                      0,                      0,                      0,                      0,                 36.406,                      0,              0.0006536,              0.0006536,              0.0006536
                     71,                      0,                 42.453,                      0,                      0,                      0,                      0,                      0,                      0,                 36.406,                      0,              0.0006338,              0.0006338,              0.0006338
                     72,                      0,                 42.449,                      0,                      0,                      0,                      0,                      0,                      0,                 35.188,                      0,               0.000614,               0.000614,               0.000614
                     73,                      0,                 41.876,                      0,                      0,                      0,                      0,                      0,                      0,                 35.188,                      0,              0.0005942,              0.0005942,              0.0005942
                     74,                      0,                 41.832,                      0,                      0,                      0,                      0,                      0,                      0,                 34.656,                      0,              0.0005744,              0.0005744,              0.0005744
                     75,                      0,                 41.588,                      0,                      0,                      0,                      0,                      0,                      0,                 34.656,                      0,              0.0005546,              0.0005546,              0.0005546
                     76,                      0,                   41.5,                      0,                      0,                      0,                      0,                      0,                      0,                 34.625,                      0,              0.0005348,              0.0005348,              0.0005348
                     77,                      0,                 41.011,                      0,                      0,                      0,                      0,                      0,                      0,                 34.625,                      0,               0.000515,               0.000515,               0.000515
                     78,                      0,                  41.13,                      0,                      0,                      0,                      0,                      0,                      0,                 34.969,                      0,              0.0004952,              0.0004952,              0.0004952
                     79,                      0,                 40.569,                      0,                      0,                      0,                      0,                      0,                      0,                 34.969,                      0,              0.0004754,              0.0004754,              0.0004754
                     80,                      0,                 40.651,                      0,                      0,                      0,                      0,                      0,                      0,                 34.188,                      0,              0.0004556,              0.0004556,              0.0004556
                     81,                      0,                 40.344,                      0,                      0,                      0,                      0,                      0,                      0,                 34.188,                      0,              0.0004358,              0.0004358,              0.0004358
                     82,                      0,                 41.245,                      0,                      0,                      0,                      0,                      0,                      0,                 33.688,                      0,               0.000416,               0.000416,               0.000416
                     83,                      0,                 41.056,                      0,                      0,                      0,                      0,                      0,                      0,                 33.688,                      0,              0.0003962,              0.0003962,              0.0003962
                     84,                      0,                 40.993,                      0,                      0,                      0,                      0,                      0,                      0,                 33.375,                      0,              0.0003764,              0.0003764,              0.0003764
                     85,                      0,                 40.073,                      0,                      0,                      0,                      0,                      0,                      0,                 33.375,                      0,              0.0003566,              0.0003566,              0.0003566
                     86,                      0,                 39.687,                      0,                      0,                      0,                      0,                      0,                      0,                 33.406,                      0,              0.0003368,              0.0003368,              0.0003368
                     87,                      0,                 39.397,                      0,                      0,                      0,                      0,                      0,                      0,                 33.406,                      0,               0.000317,               0.000317,               0.000317
                     88,                      0,                 39.319,                      0,                      0,                      0,                      0,                      0,                      0,                 33.219,                      0,              0.0002972,              0.0002972,              0.0002972
                     89,                      0,                 39.283,                      0,                      0,                      0,                      0,                      0,                      0,                 33.219,                      0,              0.0002774,              0.0002774,              0.0002774
                     90,                      0,                 39.431,                      0,                      0,                      0,                      0,                      0,                      0,                 32.719,                      0,              0.0002576,              0.0002576,              0.0002576
                     91,                      0,                 40.066,                      0,                      0,                      0,                      0,                      0,                      0,                 32.719,                      0,              0.0002378,              0.0002378,              0.0002378
                     92,                      0,                 39.508,                      0,                      0,                      0,                      0,                      0,                      0,                 32.594,                      0,               0.000218,               0.000218,               0.000218
                     93,                      0,                 39.311,                      0,                      0,                      0,                      0,                      0,                      0,                 32.594,                      0,              0.0001982,              0.0001982,              0.0001982
                     94,                      0,                 39.507,                      0,                      0,                      0,                      0,                      0,                      0,                 32.344,                      0,              0.0001784,              0.0001784,              0.0001784
                     95,                      0,                 39.094,                      0,                      0,                      0,                      0,                      0,                      0,                 32.344,                      0,              0.0001586,              0.0001586,              0.0001586
                     96,                      0,                 39.269,                      0,                      0,                      0,                      0,                      0,                      0,                 32.062,                      0,              0.0001388,              0.0001388,              0.0001388
                     97,                      0,                  38.96,                      0,                      0,                      0,                      0,                      0,                      0,                 32.062,                      0,               0.000119,               0.000119,               0.000119
                     98,                      0,                     39,                      0,                      0,                      0,                      0,                      0,                      0,                 31.875,                      0,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                      0,                 38.956,                      0,                      0,                      0,                      0,                      0,                      0,                 31.875,                      0,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                      0,                 38.954,                      0,                      0,                      0,                      0,                      0,                      0,                 31.625,                      0,               5.96e-05,               5.96e-05,               5.96e-05
