                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.4736,                 1.2601,                 1.0564,                0.80265,                0.74054,                0.90116,                0.39932,                 1.7034,                 1.9493,                 1.3355,               0.001505,               0.001505,               0.001505
                     28,                  1.474,                 1.1544,                 1.0559,                0.70964,                0.72727,                0.81608,                0.34716,                 1.7325,                 2.1739,                 1.3504,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.5293,                 1.1799,                 1.1122,                0.56643,                0.47678,                 0.7397,                0.38612,                 1.5791,                 2.0531,                  1.363,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.4867,                 1.1652,                 1.0925,                0.60556,                0.72727,                0.70911,                0.31045,                 1.5489,                 1.5999,                 1.3797,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.4623,                 1.2154,                 1.0752,                0.55139,                0.81818,                0.71525,                0.32449,                 1.7158,                 1.6151,                  1.413,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.3818,                 1.1664,                 1.0749,                0.60301,                0.81818,                 0.6903,                0.30277,                 1.5945,                 1.6141,                 1.4082,               0.001406,               0.001406,               0.001406
                     33,                   1.44,                 1.1578,                   1.05,                0.66375,                0.89796,                0.79117,                0.41284,                 1.6656,                  1.632,                 1.3733,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.4082,                 1.0611,                 1.0788,                 0.8786,                0.63636,                0.88589,                0.38765,                 1.7803,                 1.7579,                 1.2701,              0.0013664,              0.0013664,              0.0013664
                     35,                  1.505,                 1.2119,                 1.1185,                0.78166,                0.65225,                0.87188,                0.47108,                 1.7286,                 1.8767,                 1.2374,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.4409,                 1.0308,                 1.0575,                0.73816,                0.72727,                0.88646,                0.45687,                 1.5712,                 1.6755,                  1.247,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.3915,                0.99976,                 1.0481,                0.80887,                0.77165,                0.88578,                0.37805,                 1.8619,                 1.6387,                 1.3049,               0.001307,               0.001307,               0.001307
                     38,                 1.4342,                 1.0372,                 1.0988,                0.78178,                0.65272,                0.86332,                0.33341,                 1.8752,                 1.5633,                 1.3591,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.3549,                 1.0586,                 1.0509,                0.65771,                0.63636,                  0.844,                0.39069,                 1.6294,                 1.5919,                 1.3018,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.4156,                 1.0996,                 1.0356,                0.74493,                0.81818,                 0.8075,                0.33553,                 1.7303,                 1.6162,                 1.3261,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.3787,                 1.0176,                 1.0449,                0.72608,                0.81818,                0.83625,                0.32424,                 1.7929,                 1.6289,                 1.3707,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.3854,                0.97592,                 1.0236,                      1,                0.79136,                0.96071,                0.37957,                 1.8102,                 1.3839,                  1.402,               0.001208,               0.001208,               0.001208
                     43,                 1.5057,                 1.0143,                 1.0651,                0.90561,                0.87425,                   0.98,                0.40812,                 1.8278,                 1.3808,                 1.3771,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.4046,                0.97918,                 1.0224,                 0.7387,                0.90909,                0.85439,                0.41915,                 1.8001,                 1.4604,                 1.3589,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.3511,                0.92991,                  1.003,                0.83026,                0.90909,                0.97571,                0.46752,                 1.7614,                 1.3284,                 1.3559,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.4127,                 1.0132,                 1.0834,                0.91665,                0.99976,                 0.9875,                0.45902,                 1.8002,                 1.3341,                 1.3592,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.4081,                0.92484,                 1.0614,                0.90336,                      1,                 0.9875,                0.45717,                 1.8062,                 1.3636,                 1.3502,               0.001109,               0.001109,               0.001109
                     48,                  1.289,                0.90644,                 1.0201,                0.81826,                      1,                0.94031,                0.43977,                 1.8433,                 1.3355,                 1.3873,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.4109,                0.92945,                 1.0334,                0.82396,                      1,                0.94031,                 0.4504,                  1.708,                 1.2503,                 1.3729,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.4109,                0.97369,                 1.0555,                 0.9084,                      1,                 0.9575,                0.40582,                 1.8849,                 1.3308,                  1.445,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.3932,                0.93974,                 1.0629,                0.91361,                0.96333,                 0.9875,                0.35997,                 2.0436,                 1.3852,                 1.4476,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.3697,                0.94106,                 1.0438,                0.82558,                0.90909,                0.93371,                0.36844,                 2.1455,                 1.3452,                 1.4618,                0.00101,                0.00101,                0.00101
                     53,                 1.3613,                0.88445,                 1.0541,                0.91155,                0.93866,                  0.935,                0.44228,                 1.8955,                 1.3487,                 1.3855,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.3854,                0.86482,                 1.0447,                0.87526,                0.63805,                  0.935,                0.43778,                 1.7113,                 1.5969,                 1.3242,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.3933,                0.86631,                  1.058,                      1,                0.60114,                0.94346,                0.40726,                 1.8486,                 1.7469,                 1.3497,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.3125,                0.87205,                 1.0244,                 0.7571,                0.63636,                0.83101,                0.35266,                 2.0702,                 1.7219,                 1.3932,              0.0009308,              0.0009308,              0.0009308
                     57,                  1.382,                0.87388,                 1.0102,                0.79321,                0.63636,                0.83855,                0.35179,                 2.0598,                 1.6007,                 1.3925,               0.000911,               0.000911,               0.000911
                     58,                 1.3176,                0.86912,                 1.0207,                0.85488,                0.72727,                0.85306,                 0.4142,                 1.8485,                 1.4423,                 1.3289,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.2857,                0.87166,                0.98489,                0.74041,                0.72727,                0.84648,                0.39454,                 1.7769,                 1.4512,                 1.3081,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.3362,                0.87822,                 1.0238,                0.79853,                0.72127,                0.83244,                0.33374,                 1.8286,                 1.6216,                 1.3303,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.2707,                 0.8783,                0.99218,                0.70374,                0.86546,                0.72584,                0.28643,                 1.8399,                 1.6143,                 1.3365,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.2517,                0.85933,                 0.9749,                0.81415,                0.90909,                0.79912,                 0.3551,                 1.7472,                  1.515,                 1.3611,               0.000812,               0.000812,               0.000812
                     63,                 1.2477,                0.82913,                 1.0163,                 0.7532,                0.90909,                0.80893,                0.35594,                 1.7735,                 1.4571,                 1.3801,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.2802,                0.84305,                  0.983,                0.70817,                0.90909,                0.80861,                0.28675,                 1.9884,                 1.3926,                 1.4361,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.2183,                0.81712,                0.99531,                0.81789,                 0.8167,                0.82162,                0.30916,                 1.9325,                 1.4208,                 1.4092,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.2813,                0.81641,                  1.005,                0.81672,                0.81089,                0.81762,                0.41148,                 1.7798,                 1.4169,                 1.3637,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.2698,                0.83494,                0.98017,                0.80241,                0.73933,                0.81762,                0.38849,                 1.8652,                 1.3544,                  1.356,               0.000713,               0.000713,               0.000713
                     68,                 1.3323,                 0.8174,                0.98397,                0.86523,                0.72727,                0.85731,                0.33827,                 2.2464,                 1.1634,                 1.4266,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.2598,                0.80928,                 1.0194,                0.96207,                0.81818,                0.94182,                 0.3693,                 2.1662,                 1.0951,                 1.4182,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.2089,                0.79526,                0.97135,                 0.9882,                0.90909,                0.95711,                0.47532,                 1.8163,                 1.0287,                 1.3599,              0.0006536,              0.0006536,              0.0006536
                     71,                  1.282,                0.79438,                0.99528,                0.90799,                0.90909,                0.92727,                0.45292,                 1.8231,                 1.0576,                 1.3504,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.2937,                0.81769,                 1.0601,                0.83176,                0.90909,                0.86711,                 0.3437,                 2.2464,                 1.2694,                 1.4454,               0.000614,               0.000614,               0.000614
                     73,                 1.2332,                0.81687,                0.98703,                0.86736,                0.72727,                0.81844,                0.29811,                 2.4895,                 1.4653,                 1.5285,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.3312,                0.80297,                0.97821,                0.80482,                 0.7514,                0.82582,                0.27742,                 2.4879,                 1.5014,                 1.5518,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.2482,                0.79176,                0.96141,                0.80096,                0.73205,                0.83828,                 0.3018,                  2.375,                 1.4708,                 1.5176,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.2154,                0.77072,                0.98943,                0.83207,                0.81818,                 0.8855,                 0.4252,                 1.8523,                 1.2432,                   1.39,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.1656,                0.73204,                0.94164,                0.90547,                0.87284,                0.90091,                0.45111,                 1.6789,                 1.2338,                 1.3544,               0.000515,               0.000515,               0.000515
                     78,                 1.2964,                0.83201,                0.94582,                0.90576,                0.87577,                0.90091,                0.50674,                 1.6548,                 1.2125,                 1.3419,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.2866,                0.79093,                 1.0109,                0.90478,                0.86601,                0.89723,                0.46769,                 1.7892,                 1.2295,                 1.3656,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.1596,                0.77344,                0.95281,                0.76394,                0.81818,                0.86474,                0.39333,                 2.0106,                 1.3727,                  1.427,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.2133,                0.76086,                0.97295,                0.82854,                0.88031,                0.87687,                0.37904,                 2.0776,                 1.4324,                  1.458,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.3052,                0.79223,                0.99116,                0.75682,                0.81818,                 0.8725,                0.40658,                 2.0475,                 1.3985,                  1.483,               0.000416,               0.000416,               0.000416
                     83,                  1.284,                0.80236,                 1.0121,                0.83066,                0.89304,                0.89462,                0.42838,                 1.9935,                 1.3706,                 1.4769,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.1498,                0.73643,                0.94439,                 0.7686,                0.90611,                0.87414,                0.39519,                 1.9039,                 1.3744,                 1.4497,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.1996,                0.76267,                0.95396,                0.76469,                0.88763,                 0.8787,                0.39645,                 1.9034,                 1.4187,                 1.4353,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.1827,                0.74639,                 1.0007,                0.71312,                0.81818,                0.88052,                0.36539,                 1.9688,                 1.4566,                 1.4719,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.2082,                 0.7458,                 1.0038,                 0.6556,                0.86682,                0.84152,                0.34502,                 2.0535,                  1.492,                 1.4904,               0.000317,               0.000317,               0.000317
                     88,                 1.1676,                0.74083,                0.94042,                0.65039,                0.84693,                0.85437,                0.30602,                 2.1378,                 1.5639,                 1.5149,              0.0002972,              0.0002972,              0.0002972
                     89,                   1.15,                0.72834,                0.93622,                0.61006,                0.85478,                0.82332,                  0.289,                 2.2054,                 1.5662,                  1.529,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.1937,                0.72631,                0.94724,                0.65125,                0.85024,                0.84152,                 0.2963,                 2.2392,                 1.6016,                 1.5444,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.1538,                0.77623,                 1.0278,                0.64863,                0.84021,                0.83187,                0.28897,                 2.2467,                  1.614,                 1.5538,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.3044,                0.82052,                  1.049,                0.69245,                0.81876,                0.82545,                0.31269,                 2.1361,                 1.6685,                 1.5558,               0.000218,               0.000218,               0.000218
                     93,                 1.1536,                0.81115,                 1.0009,                0.69286,                0.82046,                0.83643,                0.33863,                   2.08,                 1.6349,                 1.5288,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.1217,                0.75077,                 1.0206,                0.80656,                0.81818,                0.85591,                0.36048,                 2.0069,                  1.662,                 1.5234,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.2086,                0.76113,                 1.0101,                0.79673,                0.81818,                0.86877,                0.36344,                  1.955,                 1.6483,                  1.507,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.1146,                0.77614,                0.96861,                0.70414,                0.86714,                0.84929,                0.35766,                 2.0027,                 1.6018,                 1.4937,              0.0001388,              0.0001388,              0.0001388
                     97,                  1.095,                0.73399,                0.95947,                0.82136,                0.83723,                 0.8872,                0.36914,                 2.0146,                 1.6171,                 1.4915,               0.000119,               0.000119,               0.000119
                     98,                 1.0931,                0.73148,                0.98307,                0.69124,                0.81441,                0.85598,                0.32511,                 2.1059,                 1.6578,                 1.5006,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.1104,                 0.7342,                0.98434,                0.64279,                0.81796,                0.82752,                0.30818,                 2.1336,                  1.642,                 1.4928,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.1628,                0.76095,                0.97702,                0.64106,                0.81222,                0.82808,                0.29905,                 2.1648,                 1.6805,                 1.5011,               5.96e-05,               5.96e-05,               5.96e-05
