                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.94397,                0.83796,                 1.0862,                0.85301,                0.75588,                0.84138,                0.66569,                0.85858,                0.66553,                0.98706,             8.6013e-05,             8.6013e-05,             8.6013e-05
                     31,                0.93011,                0.84804,                 1.0857,                0.80393,                0.78136,                0.84455,                0.66734,                0.85485,                0.66472,                0.98531,             8.4835e-05,             8.4835e-05,             8.4835e-05
                     32,                0.93126,                0.86699,                 1.0716,                0.78807,                0.78318,                0.84759,                0.67397,                0.84801,                0.65635,                0.98219,             8.3657e-05,             8.3657e-05,             8.3657e-05
                     33,                 0.9616,                0.88558,                 1.1115,                 0.7741,                0.79393,                0.85013,                0.67349,                0.84177,                0.64939,                0.97987,             8.2479e-05,             8.2479e-05,             8.2479e-05
                     34,                0.91678,                0.82519,                 1.0684,                0.79397,                0.79018,                0.84982,                 0.6768,                0.83366,                0.64397,                0.97612,             8.1301e-05,             8.1301e-05,             8.1301e-05
                     35,                0.94324,                0.87831,                 1.1129,                0.79458,                 0.7841,                0.85018,                0.67849,                0.82978,                0.63617,                0.97452,             8.0123e-05,             8.0123e-05,             8.0123e-05
                     36,                0.92771,                0.83105,                 1.0898,                0.79128,                0.80777,                0.85541,                0.68548,                0.82479,                0.62844,                0.97282,             7.8945e-05,             7.8945e-05,             7.8945e-05
                     37,                0.93724,                0.82629,                 1.0912,                0.78327,                0.81347,                0.85479,                 0.6857,                0.82413,                0.62342,                 0.9721,             7.7766e-05,             7.7766e-05,             7.7766e-05
                     38,                 0.8994,                0.82466,                 1.0841,                0.79672,                0.80004,                0.85521,                0.68692,                0.82526,                0.61977,                0.97314,             7.6588e-05,             7.6588e-05,             7.6588e-05
                     39,                0.92123,                0.80497,                 1.0669,                0.79049,                0.81916,                0.86633,                 0.6897,                0.82559,                0.61702,                0.97359,              7.541e-05,              7.541e-05,              7.541e-05
                     40,                0.91944,                0.83316,                 1.0687,                0.78398,                0.82373,                0.86676,                0.69056,                0.82148,                0.61206,                0.96983,             7.4232e-05,             7.4232e-05,             7.4232e-05
                     41,                0.90117,                0.79858,                 1.0636,                0.80626,                0.79514,                0.85626,                0.69517,                0.81362,                 0.6115,                0.96582,             7.3054e-05,             7.3054e-05,             7.3054e-05
                     42,                0.85873,                0.77246,                 1.0468,                0.82556,                0.79617,                 0.8592,                0.69578,                0.80857,                0.61171,                0.96352,             7.1876e-05,             7.1876e-05,             7.1876e-05
                     43,                0.92907,                0.82157,                  1.059,                0.82232,                0.80002,                0.86128,                0.69681,                0.80382,                0.60826,                0.96104,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     44,                0.89256,                 0.8009,                 1.0736,                0.86905,                0.76865,                0.85621,                0.69833,                0.79933,                0.60318,                0.95836,              6.952e-05,              6.952e-05,              6.952e-05
                     45,                0.91276,                0.77543,                 1.0499,                  0.855,                0.78534,                0.86242,                0.70161,                0.79684,                0.59633,                 0.9563,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     46,                0.88297,                0.77445,                 1.0684,                0.83814,                0.79776,                0.85323,                0.69977,                0.79473,                 0.5933,                0.95417,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     47,                0.89037,                0.78201,                  1.065,                0.81932,                0.81279,                0.86087,                0.69601,                0.79448,                0.58957,                0.95392,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     48,                0.89974,                0.78658,                 1.0519,                0.83429,                0.80639,                0.86224,                0.69958,                0.79173,                 0.5882,                0.95306,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     49,                0.91541,                0.81192,                 1.0682,                0.83501,                0.79746,                0.85981,                0.69973,                 0.7926,                0.58699,                0.95343,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     50,                0.85117,                0.73519,                 1.0428,                0.84559,                0.79355,                0.86059,                0.70049,                0.79096,                0.58882,                0.95267,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     51,                0.92081,                0.76297,                 1.0661,                0.84491,                0.79741,                0.86316,                0.70127,                0.78636,                0.58697,                0.95035,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     52,                0.87548,                0.76224,                 1.0603,                  0.858,                0.79685,                0.86598,                0.70177,                0.78267,                0.58449,                0.94795,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     53,                0.87729,                 0.7504,                  1.034,                0.85725,                0.80641,                0.86781,                0.70672,                0.77674,                0.57883,                0.94569,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     54,                0.94744,                0.80701,                 1.0748,                 0.8667,                0.80276,                0.86707,                0.70795,                0.77119,                0.57526,                0.94381,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     55,                0.86955,                0.74644,                 1.0431,                0.86847,                0.80765,                0.86859,                0.71286,                0.76755,                0.56946,                0.94214,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     56,                0.87124,                0.74634,                 1.0523,                0.89203,                0.80877,                0.87251,                0.71638,                 0.7637,                0.56333,                0.94016,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     57,                0.85842,                0.75443,                 1.0642,                0.89089,                0.80898,                0.87527,                0.71624,                0.76235,                0.56023,                0.93868,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     58,                0.87188,                0.71416,                 1.0409,                 0.8912,                0.80469,                0.87619,                0.71816,                0.76185,                 0.5587,                0.93837,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     59,                0.87125,                0.73815,                 1.0416,                0.89353,                0.80332,                0.87782,                0.72007,                0.76109,                0.55767,                0.93802,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     60,                0.88968,                0.76229,                 1.0617,                0.89139,                0.80585,                0.87552,                0.71695,                0.75928,                0.55755,                0.93662,              5.067e-05,              5.067e-05,              5.067e-05
                     61,                0.85342,                0.71762,                 1.0553,                0.89846,                0.80304,                0.87433,                0.71527,                0.75691,                0.55631,                0.93572,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     62,                0.87395,                0.72851,                 1.0359,                0.90227,                0.80021,                0.87632,                0.71836,                0.75395,                0.55498,                0.93483,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     63,                0.81185,                0.72411,                 1.0283,                0.86491,                0.82238,                 0.8764,                0.71742,                0.75001,                0.54821,                0.93378,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     64,                0.86296,                0.74398,                 1.0378,                 0.8769,                 0.8242,                0.87751,                0.72009,                0.74589,                 0.5417,                0.93218,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     65,                0.90455,                0.74299,                  1.035,                 0.8892,                0.81823,                0.88456,                0.72889,                 0.7449,                0.53775,                0.93142,              4.478e-05,              4.478e-05,              4.478e-05
                     66,                0.85957,                0.72904,                 1.0499,                 0.8894,                0.81779,                0.88472,                 0.7316,                0.74405,                0.53712,                 0.9307,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     67,                0.86518,                0.72873,                  1.043,                0.89098,                0.81672,                0.88451,                0.73189,                0.74308,                0.53853,                0.92997,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     68,                0.83841,                0.70024,                  1.043,                 0.9084,                0.80333,                0.88323,                0.73061,                0.74078,                0.54239,                0.92981,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     69,                0.88319,                0.76093,                 1.0434,                0.90542,                0.80976,                0.88371,                0.72925,                0.73577,                0.54197,                0.92839,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     70,                0.81235,                0.68412,                 1.0279,                0.90831,                0.81002,                0.88457,                0.73003,                0.73366,                0.54038,                0.92755,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     71,                0.86271,                 0.7193,                 1.0373,                0.90868,                  0.812,                0.88457,                0.73328,                0.73092,                0.53651,                0.92621,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     72,                0.82949,                0.68364,                  1.023,                0.91432,                0.81585,                 0.8864,                0.73037,                0.73012,                0.53454,                0.92555,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     73,                0.82303,                0.68591,                 1.0384,                0.91835,                0.81425,                 0.8878,                0.73112,                0.72805,                0.53292,                0.92451,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     74,                 0.8045,                0.66542,                 1.0246,                0.91973,                0.80978,                0.88714,                0.73538,                0.72634,                0.53039,                0.92428,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     75,                0.85264,                 0.7229,                 1.0328,                0.91609,                0.81103,                0.88885,                0.73637,                0.72386,                0.52763,                0.92334,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     76,                0.83944,                0.70217,                 1.0426,                0.91092,                0.81474,                0.88972,                0.73518,                0.72162,                0.52528,                0.92241,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     77,                0.85393,                0.68161,                 1.0359,                0.90138,                0.82161,                0.88989,                0.73621,                0.72081,                0.52333,                0.92189,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     78,                0.85508,                0.69275,                 1.0156,                0.90676,                0.82169,                0.89305,                0.73722,                0.71911,                0.52207,                0.92118,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     79,                0.84554,                0.70324,                 1.0316,                0.91788,                0.81634,                0.89219,                0.73704,                 0.7193,                0.52152,                0.92116,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                0.82991,                0.68391,                 1.0234,                0.92368,                  0.815,                0.89274,                 0.7362,                0.71881,                0.52009,                0.92052,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.85319,                0.70205,                 1.0341,                0.92717,                0.81229,                0.89152,                 0.7367,                0.71815,                0.51926,                0.92018,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.83718,                0.68825,                 1.0267,                 0.9257,                0.81423,                0.89325,                0.73535,                0.71535,                0.51926,                0.91934,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.84898,                0.69084,                 1.0326,                0.92643,                0.81533,                0.89303,                0.73971,                0.71556,                0.52047,                0.91958,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.82664,                 0.6756,                 1.0248,                0.92363,                0.81357,                  0.893,                0.74014,                0.71497,                0.52058,                0.91906,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                0.82538,                0.70219,                 1.0256,                0.92321,                0.81389,                0.89181,                0.74217,                0.71313,                0.52122,                0.91844,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.83491,                0.68676,                 1.0311,                0.91738,                0.81684,                0.89259,                0.74143,                0.71084,                0.52043,                 0.9179,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.80141,                0.68268,                 1.0234,                0.91985,                0.81475,                0.89253,                0.74217,                0.70932,                0.51958,                0.91703,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.84244,                0.68878,                 1.0429,                0.91789,                0.81544,                0.89283,                0.74349,                0.70764,                0.51793,                 0.9163,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.83389,                 0.6776,                 1.0127,                0.92946,                0.80856,                0.89286,                0.74571,                0.70708,                0.51776,                0.91601,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.87973,                0.70901,                  1.032,                0.92321,                0.81264,                0.89271,                0.74717,                0.70664,                0.51561,                0.91572,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.88467,                0.76041,                 1.0298,                0.91931,                 0.8111,                 0.8927,                0.73981,                0.70998,                0.52648,                0.91524,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                0.87302,                0.77419,                 0.9959,                0.89064,                0.82781,                0.89133,                0.73543,                0.71801,                0.53546,                0.91741,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                  0.862,                0.75407,                 1.0122,                 0.8427,                 0.8454,                0.88555,                0.73601,                0.72495,                0.54266,                 0.9196,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.84137,                0.71209,                 1.0141,                0.90838,                0.78419,                0.87549,                0.72892,                0.72888,                0.54674,                0.92133,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                0.85365,                0.74032,                 1.0054,                0.90488,                0.78239,                 0.8666,                0.72334,                0.73363,                0.55027,                0.92265,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                0.81553,                 0.6787,                0.99873,                0.91276,                0.77839,                0.86655,                0.72024,                0.73456,                0.54857,                0.92324,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.80586,                0.65191,                0.99608,                0.91569,                 0.7765,                0.86623,                0.71983,                0.73543,                 0.5486,                0.92369,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.83227,                0.70126,                0.99964,                 0.9133,                 0.7787,                0.86662,                0.72194,                0.73725,                0.54897,                0.92432,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.84706,                0.67921,                 1.0167,                0.91514,                0.77854,                0.86752,                0.72171,                0.73929,                0.55052,                 0.9254,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.83168,                0.73006,                 1.0147,                0.91325,                0.78156,                 0.8668,                 0.7188,                0.74411,                 0.5535,                 0.9272,             3.5462e-06,             3.5462e-06,             3.5462e-06
